"service_id","date","exception_type"
"GO104_160000443","20160509","1"
"GO104_160000443","20160510","1"
"GO104_160000443","20160511","1"
"GO104_160000443","20160512","1"
"GO104_160000443","20160513","1"
"GO104_160000443","20160516","1"
"GO104_160000443","20160517","1"
"GO104_160000443","20160518","1"
"GO104_160000443","20160519","1"
"GO104_160000443","20160520","1"
"GO104_160000445","20160307","1"
"GO104_160000445","20160308","1"
"GO104_160000445","20160309","1"
"GO104_160000445","20160310","1"
"GO104_160000445","20160311","1"
"GO104_160000445","20160314","1"
"GO104_160000445","20160315","1"
"GO104_160000445","20160316","1"
"GO104_160000445","20160317","1"
"GO104_160000445","20160318","1"
"GO104_160000445","20160321","1"
"GO104_160000445","20160322","1"
"GO104_160000445","20160323","1"
"GO104_160000445","20160324","1"
"GO104_160000445","20160325","1"
"GO104_160000445","20160328","1"
"GO104_160000445","20160329","1"
"GO104_160000445","20160330","1"
"GO104_160000445","20160331","1"
"GO104_160000445","20160401","1"
"GO104_160000445","20160404","1"
"GO104_160000445","20160405","1"
"GO104_160000445","20160406","1"
"GO104_160000445","20160407","1"
"GO104_160000445","20160411","1"
"GO104_160000445","20160412","1"
"GO104_160000445","20160414","1"
"GO104_160000445","20160415","1"
"GO104_160000445","20160418","1"
"GO104_160000445","20160419","1"
"GO104_160000445","20160420","1"
"GO104_160000445","20160421","1"
"GO104_160000445","20160422","1"
"GO104_160000445","20160425","1"
"GO104_160000445","20160426","1"
"GO104_160000445","20160427","1"
"GO104_160000445","20160428","1"
"GO104_160000445","20160429","1"
"GO104_160000445","20160502","1"
"GO104_160000445","20160503","1"
"GO104_160000445","20160505","1"
"GO104_160000445","20160506","1"
"GO104_160000445","20160509","1"
"GO104_160000445","20160510","1"
"GO104_160000445","20160511","1"
"GO104_160000445","20160512","1"
"GO104_160000445","20160513","1"
"GO104_160000445","20160516","1"
"GO104_160000445","20160517","1"
"GO104_160000445","20160518","1"
"GO104_160000445","20160519","1"
"GO104_160000445","20160520","1"
"GO104_160000447","20160307","1"
"GO104_160000447","20160308","1"
"GO104_160000447","20160309","1"
"GO104_160000447","20160310","1"
"GO104_160000447","20160311","1"
"GO104_160000447","20160314","1"
"GO104_160000447","20160315","1"
"GO104_160000447","20160316","1"
"GO104_160000447","20160317","1"
"GO104_160000447","20160318","1"
"GO104_160000447","20160321","1"
"GO104_160000447","20160322","1"
"GO104_160000447","20160323","1"
"GO104_160000447","20160324","1"
"GO104_160000447","20160325","1"
"GO104_160000447","20160328","1"
"GO104_160000447","20160329","1"
"GO104_160000447","20160330","1"
"GO104_160000447","20160331","1"
"GO104_160000447","20160401","1"
"GO104_160000447","20160404","1"
"GO104_160000447","20160405","1"
"GO104_160000447","20160406","1"
"GO104_160000447","20160407","1"
"GO104_160000447","20160411","1"
"GO104_160000447","20160412","1"
"GO104_160000447","20160414","1"
"GO104_160000447","20160415","1"
